Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Zheng et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.8b01382,Large-area inter-layer free monolithic,25/06/2018,2018,homojunction,n-type,FZ,DSP,1 - 5,300,Front,Planar,Planar,SiO2 - Thermal,None,Not clear,Not clear,Si(p),15.1,diffusion,130,Si(n),diffusion,Not clear,Not clear,None,None,inter-layer free,None,None,None,None,None,None,UV-Ozone,Yes,,,,,SiO2,Yes,Oxidation,Ti/Pd/Ag,Ti/Pd/Ag,0,Not clear,Before,Not clear,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,,-,-,16,MoOx,ITO/Ag,Ag,ITO,100,100,,200,Yes,Not clear,Not clear,thermal evaporation,Tracking,,1659,15.6,61,21.8,15.5,15.7,No,,,,634,78,11.1,22.5,,
Ren et al.,https://www.sciencedirect.com/science/article/pii/S0927024818302228,-,29/05/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,80,,,,,,,,,,,,,,Al,ITO/Al,Not clear,,,,,,,,p-i-n,,,,-,-,-,MoOx,,,ITO,Not clear,Not clear,,,,,,,Forward,,,,,18.88,,,No,,,,,,,,,
Ren et al.,https://www.sciencedirect.com/science/article/pii/S0927024818302228,-,29/05/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,80,,,,,,,,,,,,,,Al,ITO/Al,Not clear,,,,,,,,p-i-n,,,,-,-,-,MoOx,,,ITO,Not clear,Not clear,,,,,,,Reverse,,,,,20.1,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Forward,,,,,12.7,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Reverse,,,,,12.7,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Forward,,,,,14.5,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Reverse,,,,,14.6,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Forward,,,,,15.9,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Reverse,,,,,15.9,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Forward,,,,,14.6,,,No,,,,,,,,,
Kanda et al.,https://pubs.acs.org/doi/full/10.1021/acsami.8b08701,Mechanical 2T,14/09/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,275,,,,,,,,,,,,,,Not clear,ITO,121,,,,,,,,n-i-p,,,,-,-,0.09,None,,,FTO,Not clear,Not clear,,,,,,,Reverse,,,,,14.6,,,No,,,,,,,,,
Zhu et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.201800176 ,ARF Optmising perovskite to balance light absorbance and transmittance,30/08/2018,2018,SHJ,n-type,FZ,DSP,Not clear,Not clear,Front,Planar,Planar,Not clear,Not clear,Not clear,Not clear,nc-SiOx:H(p),,PECVD,,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,thermal deposition,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,Not clear,600,Before,thermal deposition,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,,-,-,0.13,MoOx,ITO/Au,Au,ITO,Not clear,Not clear,,Not clear,No,0,0,Not clear,Reverse,,1780,17.83,74,23.63,17.08,17.26,No,,,,,,,,,
Zhu et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.201800177,ARF Optmising perovskite to balance light absorbance and transmittance,30/08/2018,2018,SHJ,n-type,FZ,DSP,Not clear,Not clear,Front,Planar,Planar,Not clear,Not clear,Not clear,Not clear,nc-SiOx:H(p),,PECVD,,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,thermal deposition,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,Not clear,600,Before,thermal deposition,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,,-,-,0.13,MoOx,ITO/Au,Au,ITO,Not clear,Not clear,,Not clear,No,0,0,Not clear,Forward,,1780,17.82,75,23.73,17.08,17.26,No,,,,,,,,,
 Qiu et al.,https://www.sciencedirect.com/science/article/pii/S2211285518306979,Low-temperature process with optimisation of ETL and perovskite,21/09/2018,2018,SHJ,n-type,Not clear,DSP,Not clear,280,Front,Planar,Planar,Not clear,Not clear,Not clear,Not clear,a-Si:H(p),,Not clear,,a-Si:H(n),Not clear,Not clear,Not clear,a-Si:H(i),Not clear,recombination,ITO,80,sputtering,Not clear,Not clear,Not clear,Not clear,,,,,,a-Si:H(i),No,Not clear,Ag,Ag,0,500,Before,Not clear,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,Laser - not clear,1.44,-,0.1,MoOx,ITO,None,ITO,200,200,,0,No,0,0,magnetron RF sputtering,?,1.69,1709,15.08,76.98,19.84,13.8,13.1,No,,,,641,67.85,18.03,41.44,,
 Qiu et al.,https://www.sciencedirect.com/science/article/pii/S2211285518306979,Low-temperature process with optimisation of ETL and perovskite,21/09/2018,2018,SHJ,n-type,Not clear,DSP,Not clear,280,Front,Planar,Planar,Not clear,Not clear,Not clear,Not clear,a-Si:H(p),,Not clear,,a-Si:H(n),Not clear,Not clear,Not clear,a-Si:H(i),Not clear,recombination,ITO,80,sputtering,Not clear,Not clear,Not clear,Not clear,,,,,,a-Si:H(i),No,Not clear,Ag,Ag,0,500,Before,Not clear,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,Laser - not clear,1.44,-,0.06,MoOx,ITO,None,ITO,200,200,,0,No,0,0,magnetron RF sputtering,?,1.69,1655,16.5,81.1,22.22,13.8,13.1,No,,,,641,67.85,18.03,41.44,,
 Qiu et al.,https://www.sciencedirect.com/science/article/pii/S2211285518306979,Low-temperature process with optimisation of ETL and perovskite,21/09/2018,2018,SHJ,n-type,Not clear,DSP,Not clear,280,Front,Planar,Planar,Not clear,Not clear,Not clear,Not clear,a-Si:H(p),,Not clear,,a-Si:H(n),Not clear,Not clear,Not clear,a-Si:H(i),Not clear,recombination,ITO,80,sputtering,Not clear,Not clear,Not clear,Not clear,,,,,,a-Si:H(i),No,Not clear,Ag,Ag,0,500,Before,Not clear,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,Laser - not clear,1.44,-,0.06,MoOx,ITO,None,ITO,200,200,,0,No,0,0,magnetron RF sputtering,Tracking,1.69,,,,20.6,13.8,13.1,No,,,,641,67.85,18.03,41.44,,
Shen et al.,https://www.science.org/doi/full/10.1126/sciadv.aau9711,Inter-layer free monolithic tandem with homojunction and poly-Si,14/12/2018,2018,homojunction,n-type,FZ,DSP,1,200,Front,Textured,Planar,SiO2 - Thermal,Not clear,HF dip,Not clear,Si(p),Not clear,diffusion,Not clear,Si(n),diffusion,930/780,45/30,None,None,inter-layer free,None,None,None,None,None,None,Not clear,,,,,,SiNx:H,Yes,PECVD,Cr/Pd/Ag/Ag/Al,Cr/Pd/Ag/Ag/Al,0,18/18/25/100/500,Before,thermal evaporation,None,None,,,n-i-p,TiO2,PTAA,Not clear,Not clear,-,1,MoOx,IZO/Au,Au,IZO,40,40,,Not clear,Yes,30,1,e-beam evaporation,Tracking - ARF,,,,,22.9,17.2,17.4,No,,,,,,,,,
Shen et al.,https://www.science.org/doi/full/10.1126/sciadv.aau9712,Inter-layer free monolithic tandem with homojunction and poly-Si,14/12/2018,2018,polo,n-type,FZ,DSP,1,200,Front,Textured,Planar,SiO2 - Thermal,Not clear,HF dip,Not clear,poly-Si(p),Not clear,PECVD + diffusion,Not clear,Si(n),diffusion,850/780,30/30,SiO2,Not clear,inter-layer free,None,None,None,None,None,None,Not clear,,,,,,SiNx:H,Yes,PECVD,Cr/Pd/Ag/Ag/Al,Cr/Pd/Ag/Ag/Al,0,18/18/25/100/500,Before,thermal evaporation,None,None,,,n-i-p,TiO2,PTAA,Not clear,Not clear,-,1,MoOx,IZO/Au,Au,IZO,40,40,,Not clear,Yes,30,1,e-beam evaporation,Reverse - ARF,,1763,17.8,78.1,24.5,17.7,18,No,,,,,,,,,
Shen et al.,https://www.science.org/doi/full/10.1126/sciadv.aau9713,Inter-layer free monolithic tandem with homojunction and poly-Si,14/12/2018,2018,polo,n-type,FZ,DSP,1,200,Front,Textured,Planar,SiO2 - Thermal,Not clear,HF dip,Not clear,poly-Si(p),Not clear,PECVD + diffusion,Not clear,Si(n),diffusion,850/780,30/30,SiO2,Not clear,inter-layer free,None,None,None,None,None,None,Not clear,,,,,,SiNx:H,Yes,PECVD,Cr/Pd/Ag/Ag/Al,Cr/Pd/Ag/Ag/Al,0,18/18/25/100/500,Before,thermal evaporation,None,None,,,n-i-p,TiO2,PTAA,Not clear,Not clear,-,1,MoOx,IZO/Au,Au,IZO,40,40,,Not clear,Yes,30,1,e-beam evaporation,Forward - ARF,,1735,17.8,77.7,24,17.7,18,No,,,,,,,,,
Shen et al.,https://www.science.org/doi/full/10.1126/sciadv.aau9714,Inter-layer free monolithic tandem with homojunction and poly-Si,14/12/2018,2018,polo,n-type,FZ,DSP,1,200,Front,Textured,Planar,SiO2 - Thermal,Not clear,HF dip,Not clear,poly-Si(p),Not clear,PECVD + diffusion,Not clear,Si(n),diffusion,850/780,30/30,SiO2,Not clear,inter-layer free,None,None,None,None,None,None,Not clear,,,,,,SiNx:H,Yes,PECVD,Cr/Pd/Ag/Ag/Al,Cr/Pd/Ag/Ag/Al,0,18/18/25/100/500,Before,thermal evaporation,None,None,,,n-i-p,TiO2,PTAA,Not clear,Not clear,-,1,MoOx,IZO/Au,Au,IZO,40,40,,Not clear,Yes,30,1,e-beam evaporation,Tracking - ARF,,,,,24.1,17.7,18,No,,,,,,,,,
Jost et al.,https://pubs.rsc.org/en/content/articlehtml/2018/ee/c8ee02469c,Light-management foil on planar front surface,25/10/2018,2018,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,70,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,-,0.81,0.77,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,DC sputtering,180,No,None,None,evaporation,Forward,Not clear,1760,17.3,75.7,23.1,17.96,17.95,No,,,,,,,,,
Jost et al.,https://pubs.rsc.org/en/content/articlehtml/2018/ee/c8ee02469c,Light-management foil on planar front surface,25/10/2018,2018,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,70,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,-,0.81,0.77,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,DC sputtering,180,No,None,None,evaporation,Reverse,Not clear,1760,17.6,76.4,23.4,17.96,17.95,No,,,,,,,,,
Jost et al.,https://pubs.rsc.org/en/content/articlehtml/2018/ee/c8ee02469c,Light-management foil on planar front surface,25/10/2018,2018,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,70,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,-,0.81,0.77,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,DC sputtering,180,No,None,None,evaporation,Forward - ARF,Not clear,1760,18.5,78.3,25.4,18.81,20.21,No,,,,,,,,,
Jost et al.,https://pubs.rsc.org/en/content/articlehtml/2018/ee/c8ee02469c,Light-management foil on planar front surface,25/10/2018,2018,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,70,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,-,0.81,0.77,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,DC sputtering,180,No,None,None,evaporation,Reverse - ARF,Not clear,1760,18.5,78.5,25.5,18.81,20.21,No,,,,,,,,,
Bush et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.8b01201,"Thinning front TCO adding fingers, PTAA as HTL and bangap 1.68 eV",20/08/2018,2018,heterojunction,n-type,FZ,DSP,Not clear,280,Rear,Textured,Planar,SiNx - PECVD,KOH,HF dip,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,200,Not clear,Not clear,None,,,,,a-Si:H(i),Yes - Ag/TCO,PECVD,Ag,ITO/Ag,20,200,Not clear,Sputtering,200,20,,,p-i-n,C60,PTAA,Not clear,Not clear,1.21,1,SnO2,ITO/Ag,Ag,ITO,60,60,DC sputtering,500,Yes,100,3.3,evaporation or sputtering,Reverse - ARF,1.68,1770,18.4,77,25,18.5,18.4,No,,,,,,,,,
Hou et al.,https://www.sciencedirect.com/science/article/pii/S2211285518308309,Inverted pyramidally-textured PDMS foils with random distribution,10/11/2018,2018,SHJ,n-type,FZ,DSP,1 - 10,280,Front,Planar,Planar,Not clear,None,Not clear,RCA,nc-SiOx:H(p),,PECVD,,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,40,PVD,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,40,600,Before,thermal evaporation,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,,-,-,0.13,MoOx,ITO/Au,Au,ITO,110,110,,Not clear,No,0,0,DC magnetron sputtering,Reverse - ARF,,1780,16.52,74.69,21.99,,,No,,,,,,,,,
Hou et al.,https://www.sciencedirect.com/science/article/pii/S2211285518308309,Inverted pyramidally-textured PDMS foils with random distribution,10/11/2018,2018,SHJ,n-type,FZ,DSP,1 - 10,280,Front,Planar,Planar,Not clear,None,Not clear,RCA,nc-SiOx:H(p),,PECVD,,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,40,PVD,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,40,600,Before,thermal evaporation,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,,-,-,0.13,MoOx,ITO/Au,Au,ITO,110,110,,Not clear,No,0,0,DC magnetron sputtering,Forward - ARF,,1780,16.51,72.05,21.23,,,No,,,,,,,,,
Hou et al.,https://www.sciencedirect.com/science/article/pii/S2211285518308309,Inverted pyramidally-textured PDMS foils with random distribution,10/11/2018,2018,SHJ,n-type,FZ,DSP,1 - 10,280,Front,Planar,Planar,Not clear,None,Not clear,RCA,nc-SiOx:H(p),,PECVD,,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,40,PVD,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,40,600,Before,thermal evaporation,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,,-,-,0.13,MoOx,ITO/Au,Au,ITO,110,110,,Not clear,No,0,0,DC magnetron sputtering,Reverse ,,1750,15.17,73.02,19.38,14.52,16.03,No,,,,,,,,,
Hou et al.,https://www.sciencedirect.com/science/article/pii/S2211285518308309,Inverted pyramidally-textured PDMS foils with random distribution,10/11/2018,2018,SHJ,n-type,FZ,DSP,1 - 10,280,Front,Planar,Planar,Not clear,None,Not clear,RCA,nc-SiOx:H(p),,PECVD,,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,40,PVD,Not clear,Not clear,Not clear,UV-Ozone,,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,40,600,Before,thermal evaporation,Not clear,Not clear,,,n-i-p,SnO2,Spiro-OMeTAD,,-,-,0.13,MoOx,ITO/Au,Au,ITO,110,110,,Not clear,No,0,0,DC magnetron sputtering,Reverse - ARF,,1750,16.89,74.18,21.93,16.68,17.42,No,,,,,,,,,
Stannowski et al,https://ieeexplore.ieee.org/document/8547825,Nanocrystalline SiOx interlayer,29/11/2018,2018,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,AZO/Ag,70,,,,,,,,p-i-n,,,,-,-,1.1,Not clear,,,Not clear,Not clear,Not clear,,,,,,,not clear,,,,,23.5,,,No,,,,,,,,,
Kohnen et al.,https://pubs.rsc.org/en/content/articlehtml/2019/se/c9se00120d,Optmising front electrode and interconnection layer and silicon surface layers,10/05/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,,0.81,0.7709,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,150,No,None,None,evaporation,Forward,Not clear,1780,17.81,78.64,24.95,17.85,20.69,Yes,,,,,,,,,
Kohnen et al.,https://pubs.rsc.org/en/content/articlehtml/2019/se/c9se00120d,Optmising front electrode and interconnection layer and silicon surface layers,10/05/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,,0.81,0.7709,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,150,No,None,None,evaporation,Reverse,Not clear,1780,17.81,78.36,24.82,17.85,20.69,Yes,,,,,,,,,
Kohnen et al.,https://pubs.rsc.org/en/content/articlehtml/2019/se/c9se00120d,Optmising front electrode and interconnection layer and silicon surface layers,10/05/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,,0.81,0.7709,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,150,No,None,None,evaporation,Tracking,Not clear,,,,24.97,17.85,20.69,Yes,,,,,,,,,
Kohnen et al.,https://pubs.rsc.org/en/content/articlehtml/2019/se/c9se00120d,Optmising front electrode and interconnection layer and silicon surface layers,10/05/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,,0.81,0.7709,SnO2,IZO/Ag,Ag,IZO,90,90,sputtering,150,No,None,None,evaporation,Forward,Not clear,1760,19.22,76.5,26.02,19.27,20.19,No,,,,,,,,,
Kohnen et al.,https://pubs.rsc.org/en/content/articlehtml/2019/se/c9se00120d,Optmising front electrode and interconnection layer and silicon surface layers,10/05/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,,0.81,0.7709,SnO2,IZO/Ag,Ag,IZO,90,90,sputtering,150,No,None,None,evaporation,Reverse,Not clear,1770,19.22,76.6,26.06,19.27,20.19,No,,,,,,,,,
Kohnen et al.,https://pubs.rsc.org/en/content/articlehtml/2019/se/c9se00120d,Optmising front electrode and interconnection layer and silicon surface layers,10/05/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,260,Rear,Textured,Planar,,,,RCA + HF dip,nc-SiOx:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,C60,PTAA,,,0.81,0.7709,SnO2,IZO/Ag,Ag,IZO,90,90,sputtering,150,No,None,None,evaporation,Tracking,Not clear,,,,26,19.27,20.19,No,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chen et al.,https://www.sciencedirect.com/science/article/pii/S2542435118304653,Perovskite grain engineering,16/01/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,250,Rear,Textured,Planar,,KOH,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,,None,None,,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,200,Before,Sputtering,200,20,,,p-i-n,C60,PTAA,Not clear,Not clear,0.49,0.4225,SnO2,IZO/Cu,Cu,IZO,150,150,DC sputtering,300,Yes,130,Not clear,evaporation,Reverse,1.64,1800,17.8,79.4,25.4,18.09,18.2,No,,,,,,,,,
Chen et al.,https://www.sciencedirect.com/science/article/pii/S2542435118304653,Perovskite grain engineering,16/01/2019,2019,heterojunction,n-type,FZ,DSP,Not clear,250,Rear,Textured,Planar,,KOH,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,,None,None,,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,200,Before,Sputtering,200,20,,,p-i-n,C60,PTAA,Not clear,Not clear,0.49,0.4225,SnO2,IZO/Cu,Cu,IZO,150,150,DC sputtering,300,Yes,130,Not clear,evaporation,Forward,1.64,1800,17.8,79.4,25.4,18.09,18.2,No,,,,,,,,,
Hou et al.,https://pubs.acs.org/doi/abs/10.1021/acsaem.8b00926,Monolithic tandem with Voc over 1.8 V,04/01/2019,2019,SHJ,n-type,FZ,DSP,Not clear,280,Not clear,Planar,Planar,Not clear,None,None,RCA,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,145 - 190,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,PVD,Not clear,None,None,UV-Ozone,Not clear,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,,600,Before,thermal evaporation,None,None,,,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,0.24,0.13,MoOx,ITO/Au,Au,ITO,110,110,,Not clear,No,0,0,thermal evaporation,Reverse,,1830,16.74,70,21.31,15.95,16,No,,,,700,70,16.83,34.22,,
